########################################
# format of text file
# nL    atom_type    atom_number    ke_i    ke_cut    u    v    w
# n+1S    atom_type    atom_number    ke_i    ke_cut    r    p    t
########################################
80S, n, 35, 10, 100, 1.0, 112.5, 30.0
81S, n, 35, 10, 100, 1.0, 120.0, 30.0
82S, n, 35, 10, 100, 1.0, 127.5, 30.0
83S, n, 35, 10, 100, 1.0, 135.0, 30.0
84S, n, 35, 10, 100, 1.0, 142.5, 30.0
85S, n, 35, 10, 100, 1.0, 150.0, 30.0
86S, n, 35, 10, 100, 1.0, 30.0, 37.5
87S, n, 35, 10, 100, 1.0, 37.5, 37.5
88S, n, 35, 10, 100, 1.0, 45.0, 37.5
89S, n, 35, 10, 100, 1.0, 52.5, 37.5
90S, n, 35, 10, 100, 1.0, 60.0, 37.5
91S, n, 35, 10, 100, 1.0, 67.5, 37.5
92S, n, 35, 10, 100, 1.0, 75.0, 37.5
93S, n, 35, 10, 100, 1.0, 82.5, 37.5
94S, n, 35, 10, 100, 1.0, 90.0, 37.5
95S, n, 35, 10, 100, 1.0, 97.5, 37.5
96S, n, 35, 10, 100, 1.0, 105.0, 37.5
97S, n, 35, 10, 100, 1.0, 112.5, 37.5
98S, n, 35, 10, 100, 1.0, 120.0, 37.5
99S, n, 35, 10, 100, 1.0, 127.5, 37.5
100S, n, 35, 10, 100, 1.0, 135.0, 37.5
101S, n, 35, 10, 100, 1.0, 142.5, 37.5
102S, n, 35, 10, 100, 1.0, 150.0, 37.5
103S, n, 35, 10, 100, 1.0, 30.0, 45.0
104S, n, 35, 10, 100, 1.0, 37.5, 45.0
105S, n, 35, 10, 100, 1.0, 45.0, 45.0
106S, n, 35, 10, 100, 1.0, 52.5, 45.0
107S, n, 35, 10, 100, 1.0, 60.0, 45.0
108S, n, 35, 10, 100, 1.0, 67.5, 45.0
109S, n, 35, 10, 100, 1.0, 75.0, 45.0
110S, n, 35, 10, 100, 1.0, 82.5, 45.0
111S, n, 35, 10, 100, 1.0, 90.0, 45.0
112S, n, 35, 10, 100, 1.0, 97.5, 45.0
113S, n, 35, 10, 100, 1.0, 105.0, 45.0
114S, n, 35, 10, 100, 1.0, 112.5, 45.0
115S, n, 35, 10, 100, 1.0, 120.0, 45.0
116S, n, 35, 10, 100, 1.0, 127.5, 45.0
117S, n, 35, 10, 100, 1.0, 135.0, 45.0
118S, n, 35, 10, 100, 1.0, 142.5, 45.0
119S, n, 35, 10, 100, 1.0, 150.0, 45.0
120S, n, 35, 10, 100, 1.0, 30.0, 52.5
121S, n, 35, 10, 100, 1.0, 37.5, 52.5
122S, n, 35, 10, 100, 1.0, 45.0, 52.5
123S, n, 35, 10, 100, 1.0, 52.5, 52.5
124S, n, 35, 10, 100, 1.0, 60.0, 52.5
125S, n, 35, 10, 100, 1.0, 67.5, 52.5
126S, n, 35, 10, 100, 1.0, 75.0, 52.5
127S, n, 35, 10, 100, 1.0, 82.5, 52.5
128S, n, 35, 10, 100, 1.0, 90.0, 52.5
129S, n, 35, 10, 100, 1.0, 97.5, 52.5
130S, n, 35, 10, 100, 1.0, 105.0, 52.5
131S, n, 35, 10, 100, 1.0, 112.5, 52.5
132S, n, 35, 10, 100, 1.0, 120.0, 52.5
133S, n, 35, 10, 100, 1.0, 127.5, 52.5
134S, n, 35, 10, 100, 1.0, 135.0, 52.5
135S, n, 35, 10, 100, 1.0, 142.5, 52.5
136S, n, 35, 10, 100, 1.0, 150.0, 52.5
137S, n, 35, 10, 100, 1.0, 30.0, 60.0
138S, n, 35, 10, 100, 1.0, 37.5, 60.0
139S, n, 35, 10, 100, 1.0, 45.0, 60.0
140S, n, 35, 10, 100, 1.0, 52.5, 60.0
141S, n, 35, 10, 100, 1.0, 60.0, 60.0
